id_estudiante,genero,estructura_familiar,num_hermanos,nivel_socioeconomico,nivel_educativo_padres,trabaja_estudiante,horas_trabajo_semanal,acceso_internet_hogar,distancia_colegio_km,nivel_autoestima,nivel_ansiedad,nivel_motivacion_escolar,apoyo_familiar_percibido,eventos_estresantes_recientes,relacion_con_companeros,horas_sueño_diarias,consumo_sustancias,participa_actividades_extracurriculares,atencion_psicologica_previa
2664,Femenino,Ambos padres,3,Alto,Primaria,0,,0,0.86,1.0,1,4,4,0,Regular,7.5,0,0,0
1779,Masculino,Un solo padre,1,Bajo,Secundaria,1,27.4,0,6.21,3.0,5,3,2,1,Conflictiva,6.6,0,0,0
2646,Femenino,Un solo padre,3,Medio-bajo,Secundaria,0,,1,5.63,4.0,3,3,4,1,Buena,7.6,0,1,0
3223,Masculino,Ambos padres,3,Medio,Superior,0,,1,0.46,3.0,4,2,3,0,Regular,6.5,0,0,0
3357,Femenino,Un solo padre,2,Medio-bajo,Primaria,0,,1,3.03,3.0,5,2,2,0,Regular,5.2,0,0,0
2864,Femenino,Ambos padres,3,Bajo,Primaria,1,15.8,1,2.13,2.0,3,2,3,0,Conflictiva,6.4,1,0,0
1759,Femenino,Un solo padre,2,Medio,Primaria,0,,0,0.78,3.0,1,3,3,1,Regular,5.9,0,0,0
3921,Femenino,Ambos padres,2,Bajo,Superior,0,,0,6.66,3.0,3,2,1,0,Conflictiva,5.1,0,1,1
2505,Femenino,Ambos padres,1,Bajo,Secundaria,0,,0,8.89,,5,1,3,1,Conflictiva,5.8,0,0,0
1368,Masculino,Un solo padre,6,Medio-bajo,Primaria,1,19.7,1,2.26,4.0,4,2,2,1,Conflictiva,7.0,0,0,1
1532,Masculino,Ambos padres,4,Bajo,Secundaria,0,,1,0.97,3.0,3,2,2,1,Regular,7.1,0,0,0
1564,Femenino,Un solo padre,0,Medio-bajo,Primaria,1,16.9,1,1.72,3.0,3,1,3,0,Conflictiva,6.4,0,0,0
3422,Femenino,Ambos padres,2,Alto,Secundaria,0,,1,1.6,3.0,4,3,4,1,Buena,7.8,0,1,0
1257,Masculino,Ambos padres,5,Bajo,Primaria,0,,1,0.24,3.0,4,2,1,0,Regular,4.6,0,0,1
3777,Femenino,Otros familiares,2,Medio,Secundaria,0,,1,2.69,4.0,3,5,2,0,Regular,6.7,0,1,0
1232,Masculino,Otros familiares,1,Medio,Secundaria,0,,0,4.53,3.0,3,1,2,0,Buena,7.3,0,1,0
3446,Otro,Ambos padres,5,,,0,,0,1.16,3.0,3,2,4,1,Regular,7.2,0,0,0
1254,Otro,Un solo padre,1,Alto,Sin estudios,0,,1,1.24,2.0,3,5,3,0,Buena,8.6,0,1,1
3395,Masculino,Un solo padre,2,Medio,Superior,1,25.8,1,0.77,2.0,2,3,4,0,Regular,8.4,0,1,0
3156,Masculino,Ambos padres,3,Bajo,Secundaria,0,,0,2.14,3.0,2,3,3,0,Conflictiva,4.5,0,1,1
1186,Masculino,Un solo padre,2,Medio,Secundaria,0,,0,0.88,5.0,3,3,3,0,Buena,5.9,0,1,0
3187,Femenino,Otros familiares,2,Bajo,Superior,0,,1,2.52,2.0,4,2,1,1,Regular,4.0,0,0,0
3518,Femenino,Ambos padres,1,Medio,Secundaria,0,,1,11.14,3.0,3,3,4,0,Regular,5.1,0,1,0
2355,Femenino,Ambos padres,2,Bajo,Primaria,0,,0,2.93,1.0,4,3,3,0,Regular,7.1,0,0,0
3829,Femenino,Otros familiares,2,Bajo,Superior,1,20.6,0,3.71,3.0,4,1,3,0,Conflictiva,5.5,1,0,0
1752,Femenino,Ambos padres,2,Medio,Sin estudios,0,,1,3.76,4.0,4,5,5,1,Buena,4.0,0,1,0
1623,Masculino,Un solo padre,1,Medio-bajo,Superior,0,,1,1.0,3.0,5,2,1,1,Regular,7.7,0,0,1
2514,Masculino,Ambos padres,2,Medio-bajo,Primaria,1,12.7,0,4.49,4.0,4,3,3,0,Regular,7.6,0,0,0
1247,Masculino,Ambos padres,3,Bajo,Superior,1,20.3,0,0.26,3.0,4,2,2,1,Regular,6.6,0,0,1
2115,Masculino,Ambos padres,0,Bajo,,0,,0,1.74,3.0,5,2,3,1,Conflictiva,7.5,0,1,0
3154,Femenino,Un solo padre,2,Medio,,0,,1,4.36,2.0,4,3,2,0,Regular,6.7,0,1,1
2193,Femenino,Un solo padre,1,Bajo,Secundaria,1,32.0,0,0.1,2.0,5,2,2,0,Regular,6.5,0,0,0
2729,Masculino,Un solo padre,1,Alto,Secundaria,0,,1,0.62,4.0,4,4,3,0,Regular,5.5,0,0,0
3257,Masculino,Ambos padres,0,Medio-bajo,Secundaria,0,,1,3.71,2.0,4,2,3,0,Regular,6.3,0,0,0
1660,Masculino,Ambos padres,3,Medio-bajo,Primaria,0,,1,4.06,2.0,3,3,3,0,Regular,7.2,0,0,0
3815,Femenino,Ambos padres,4,Medio,Sin estudios,0,,0,1.32,3.0,3,2,2,0,Buena,7.4,0,1,1
1479,Masculino,Ambos padres,1,,Superior,0,,1,0.63,5.0,2,4,4,1,Buena,5.2,0,1,0
2965,Masculino,Otros familiares,0,Medio-bajo,Secundaria,1,26.8,1,1.29,2.0,4,2,3,0,Conflictiva,7.5,0,1,0
3489,Masculino,Ambos padres,1,Alto,Primaria,0,,1,1.1,3.0,4,3,3,1,Regular,7.0,0,0,0
1209,Masculino,Ambos padres,1,Bajo,Secundaria,1,18.0,0,2.42,3.0,4,3,2,0,Regular,6.5,0,0,0
3950,Masculino,Ambos padres,1,Bajo,Superior,1,17.0,0,2.95,3.0,4,3,4,1,Conflictiva,5.0,0,0,0
2137,Otro,Un solo padre,5,Alto,Superior,0,,1,0.49,3.0,1,2,4,0,Buena,7.4,0,1,0
1036,Masculino,Ambos padres,2,Medio,,0,,0,0.72,,4,2,4,0,Buena,6.8,0,0,0
3274,Masculino,Un solo padre,1,Bajo,Superior,1,23.1,0,2.63,5.0,3,2,4,0,Conflictiva,3.1,0,0,0
3755,Femenino,Ambos padres,0,Medio-bajo,Primaria,0,,0,0.88,1.0,3,2,2,1,Conflictiva,4.3,0,0,1
3287,Femenino,Un solo padre,0,Medio-bajo,Secundaria,0,,1,0.32,3.0,4,1,1,1,Regular,3.1,0,0,0
3658,Femenino,Otros familiares,5,Medio-bajo,Superior,1,19.8,1,6.7,4.0,2,4,2,1,Regular,5.4,0,0,0
1808,Femenino,Ambos padres,0,Medio,Secundaria,0,,1,4.86,4.0,3,3,4,0,Buena,8.1,0,1,0
3429,Femenino,Un solo padre,0,Medio-bajo,Superior,0,,0,0.57,2.0,2,4,3,0,Regular,7.3,0,0,0
2116,Otro,Ambos padres,1,Medio,Secundaria,0,,1,2.05,,2,3,4,0,,8.2,0,0,0
2121,Femenino,Ambos padres,2,Medio,Superior,0,,1,1.52,3.0,4,2,4,0,Regular,9.3,0,1,0
1929,Femenino,Un solo padre,2,Bajo,Secundaria,0,,0,0.71,1.0,5,2,4,1,Regular,4.5,0,0,1
3595,Femenino,Ambos padres,2,Medio,Superior,0,,1,1.88,3.0,1,3,2,1,Buena,4.5,0,1,0
1122,Femenino,Ambos padres,0,Medio,Secundaria,0,,0,3.14,2.0,5,3,3,1,Regular,6.4,0,1,0
1367,Masculino,Un solo padre,2,Medio,Secundaria,0,,1,0.82,2.0,2,1,3,1,,6.0,0,1,0
3539,Masculino,Otros familiares,1,Medio,Superior,0,,1,3.23,3.0,3,4,3,0,Buena,8.9,0,1,1
2341,Masculino,Un solo padre,5,Medio,Sin estudios,0,,1,6.43,2.0,3,4,4,1,,7.1,0,1,0
2713,Femenino,Ambos padres,2,Bajo,Secundaria,0,,0,0.1,2.0,4,2,2,0,Regular,7.1,1,0,0
2345,Femenino,Ambos padres,1,Medio-bajo,Secundaria,1,25.7,0,0.92,3.0,4,4,3,1,Regular,7.2,1,0,0
1816,Femenino,Ambos padres,1,Bajo,Primaria,0,,1,1.7,2.0,4,3,2,1,Regular,6.6,0,0,0
2704,Masculino,Ambos padres,3,Medio,Secundaria,0,,0,11.06,,2,5,4,1,Regular,7.4,0,0,0
2537,Femenino,Ambos padres,1,Medio,Primaria,0,,1,0.57,3.0,4,3,3,0,Buena,7.3,0,1,0
2141,Masculino,Ambos padres,3,Medio,Secundaria,1,22.0,0,4.28,1.0,2,3,2,0,Regular,7.7,0,1,0
1546,Femenino,Ambos padres,3,Bajo,Superior,1,29.0,0,,3.0,4,2,2,0,Regular,6.2,0,1,1
2711,Femenino,Ambos padres,2,Medio,Secundaria,1,13.4,1,1.75,3.0,5,3,1,1,Buena,5.2,1,1,0
1970,Femenino,Un solo padre,3,Medio,Secundaria,1,9.9,1,1.54,5.0,4,4,4,1,Buena,9.2,0,1,0
1569,Masculino,Ambos padres,0,Medio-bajo,Secundaria,1,11.0,1,1.22,4.0,2,2,2,0,Regular,6.3,0,1,1
3437,Otro,Ambos padres,2,Bajo,Secundaria,0,,0,1.81,2.0,4,4,2,0,Regular,7.7,0,1,1
1817,Masculino,Ambos padres,0,Bajo,Secundaria,1,25.6,0,6.49,2.0,4,1,1,1,Conflictiva,5.1,0,0,1
1952,Masculino,Ambos padres,0,Alto,Primaria,0,,1,1.47,3.0,2,4,5,0,Buena,7.5,0,0,0
3035,Femenino,Ambos padres,2,Medio,Primaria,0,,0,2.64,,3,5,5,0,,5.9,0,1,0
1967,Masculino,Ambos padres,2,Bajo,Primaria,0,,0,2.2,3.0,5,3,4,0,Conflictiva,6.5,0,0,0
2558,Femenino,Un solo padre,0,Bajo,Primaria,0,,1,0.3,3.0,3,2,3,1,Conflictiva,4.6,0,0,1
1578,Masculino,Un solo padre,2,Bajo,Secundaria,1,22.5,1,4.43,4.0,4,1,2,0,Regular,5.5,0,0,1
1823,Femenino,Ambos padres,4,Alto,Primaria,0,,1,2.46,1.0,2,3,3,0,Regular,8.1,0,0,0
2781,Masculino,Un solo padre,3,Alto,Secundaria,0,,1,5.99,4.0,2,5,4,0,Regular,6.1,0,1,1
1431,Femenino,Un solo padre,4,Medio-bajo,Primaria,0,,1,11.77,4.0,3,3,3,0,Regular,6.0,0,1,1
2081,Masculino,Ambos padres,2,Medio-bajo,Secundaria,0,,1,10.04,4.0,2,2,3,0,Regular,7.7,0,1,0
2433,Masculino,Ambos padres,2,Medio,Superior,0,,0,2.84,4.0,3,3,4,0,Regular,7.7,0,0,0
1288,Masculino,Un solo padre,0,Medio,Primaria,0,,1,4.58,3.0,4,3,4,1,Regular,4.6,1,1,0
1111,Otro,Un solo padre,0,Medio-bajo,Superior,0,,1,2.41,3.0,2,1,3,1,Regular,6.4,0,0,1
2300,Masculino,Tutor,2,Alto,Primaria,0,,1,8.22,3.0,3,4,3,1,Buena,5.4,0,0,1
3301,Femenino,Un solo padre,2,Bajo,Secundaria,0,,1,2.77,1.0,5,3,4,1,Regular,3.6,0,0,0
1856,Otro,Un solo padre,0,Bajo,Superior,0,,0,2.88,3.0,3,2,3,1,Conflictiva,5.6,0,0,0
2737,Femenino,Un solo padre,2,Medio-bajo,Secundaria,1,27.9,0,4.05,3.0,4,2,3,0,Regular,7.8,1,1,1
2069,Femenino,Otros familiares,2,Medio-bajo,Secundaria,0,,1,2.3,3.0,3,2,3,1,Regular,6.9,0,0,1
1197,Masculino,Un solo padre,3,Medio-bajo,Primaria,0,,0,0.39,2.0,3,3,4,0,Conflictiva,6.9,0,1,0
1841,Femenino,Ambos padres,2,Alto,Secundaria,0,,1,1.4,5.0,2,4,3,1,Regular,8.8,0,1,0
3998,Femenino,Otros familiares,1,Medio,Secundaria,0,,1,0.31,3.0,4,1,4,0,Buena,5.8,0,1,1
1102,Masculino,Ambos padres,1,Medio-bajo,Superior,0,,1,0.1,3.0,3,5,4,0,Conflictiva,5.9,0,0,0
2039,Femenino,Ambos padres,0,Medio-bajo,Superior,0,,1,0.27,3.0,2,2,2,0,Buena,4.5,0,1,0
1973,Femenino,Un solo padre,2,Medio,Secundaria,0,,0,0.65,1.0,3,1,2,1,Conflictiva,6.1,0,0,0
2523,Masculino,Un solo padre,1,Medio-bajo,Superior,1,21.8,1,2.21,3.0,4,1,2,0,Conflictiva,6.1,0,0,0
1930,Femenino,Otros familiares,2,Medio,Primaria,0,,1,0.91,2.0,3,3,5,0,Regular,7.4,0,1,1
3011,Masculino,Ambos padres,2,Medio,Secundaria,0,,1,1.56,3.0,2,4,5,0,Buena,6.9,0,0,0
1653,Masculino,Un solo padre,2,Bajo,Primaria,0,,1,3.64,3.0,3,2,3,0,Conflictiva,5.0,0,0,0
3225,Masculino,Un solo padre,0,Medio-bajo,,0,,0,0.39,2.0,4,2,3,1,Conflictiva,7.4,0,1,0
3331,Masculino,Ambos padres,4,Medio-bajo,Superior,0,,0,1.6,2.0,3,2,3,0,Regular,6.8,0,1,0
2873,Masculino,Un solo padre,1,,Superior,1,24.2,1,3.31,2.0,5,3,2,1,Regular,4.7,0,1,0
2392,Masculino,Ambos padres,2,Bajo,Superior,0,,1,0.99,2.0,3,3,4,0,Conflictiva,8.1,1,0,0
1675,Masculino,Un solo padre,0,Medio-bajo,,0,,0,2.29,4.0,4,2,3,1,Conflictiva,5.8,0,0,0
2809,Masculino,Un solo padre,0,Medio,Superior,0,,1,1.36,1.0,1,3,4,0,Regular,6.2,0,0,0
2296,Otro,Un solo padre,1,Alto,Secundaria,0,,0,1.6,2.0,1,4,3,0,Buena,8.0,0,0,0
3811,Masculino,Un solo padre,1,Medio,Superior,1,14.5,1,1.09,4.0,3,4,4,1,Regular,6.3,0,0,0
1516,Masculino,Ambos padres,1,Alto,Superior,0,,1,0.46,3.0,1,3,5,0,Buena,4.9,0,0,0
2344,Otro,Otros familiares,1,Medio-bajo,,1,18.0,1,2.12,2.0,3,3,2,0,Conflictiva,5.5,0,0,0
2611,Femenino,Un solo padre,2,Alto,Secundaria,0,,1,0.1,3.0,1,4,5,0,Regular,7.8,0,0,0
2601,Masculino,Ambos padres,4,Bajo,Secundaria,1,28.2,1,0.47,2.0,4,2,4,1,Regular,5.3,0,1,0
3641,Femenino,Ambos padres,2,Bajo,Primaria,0,,0,1.63,4.0,3,2,3,0,Conflictiva,5.1,0,0,0
2989,Femenino,Ambos padres,2,Medio-bajo,Secundaria,1,19.3,0,6.78,1.0,5,2,3,0,Regular,8.2,0,1,0
1377,Femenino,Ambos padres,1,Bajo,Secundaria,1,21.9,1,5.56,3.0,5,2,4,0,Regular,6.9,0,0,0
1356,Femenino,Tutor,0,Medio-bajo,Secundaria,0,,0,2.47,1.0,4,2,2,0,Buena,6.5,0,0,0
3354,Masculino,Un solo padre,2,Medio,Secundaria,0,,0,1.4,4.0,3,3,2,0,Buena,4.5,0,1,1
1498,Masculino,Un solo padre,0,Medio,,0,,1,1.95,1.0,2,2,3,0,Buena,6.2,0,1,1
1274,Masculino,Ambos padres,2,Bajo,Primaria,0,,1,0.88,3.0,4,3,4,0,Regular,5.7,0,1,0
1681,Masculino,Otros familiares,1,Medio,Secundaria,0,,0,0.22,4.0,4,2,4,1,Buena,7.8,0,0,0
1650,Femenino,Ambos padres,2,Medio,Superior,1,24.2,1,5.31,4.0,2,3,3,0,Buena,7.9,0,0,1
3251,Masculino,Tutor,4,Medio-bajo,Primaria,1,30.0,1,24.43,2.0,4,2,2,1,Regular,5.3,0,0,1
1404,Otro,Un solo padre,4,Medio,Secundaria,0,,1,2.95,4.0,2,4,2,0,Buena,6.2,0,0,0
2099,Femenino,Ambos padres,1,,Primaria,1,25.9,0,0.1,2.0,5,3,3,1,Conflictiva,5.5,0,0,0
3303,Masculino,Un solo padre,3,Medio-bajo,Superior,1,19.0,1,0.31,3.0,3,1,1,1,Regular,7.1,1,1,0
2645,Femenino,Un solo padre,2,Medio,Secundaria,0,,0,0.13,4.0,4,4,4,0,Buena,6.7,0,0,0
1215,Femenino,Ambos padres,2,Medio,Secundaria,0,,0,6.0,3.0,4,3,2,1,Conflictiva,6.9,0,0,0
2951,Masculino,Un solo padre,2,Medio-bajo,Superior,0,,1,0.1,2.0,3,2,3,1,Regular,7.0,1,0,1
3825,Femenino,Un solo padre,5,Bajo,Primaria,0,,1,0.48,2.0,4,2,4,0,Regular,5.6,1,1,0
1072,Femenino,Ambos padres,1,Medio,Secundaria,0,,0,2.98,4.0,2,2,4,0,Regular,7.8,0,1,0
3873,Femenino,Ambos padres,1,Medio,Secundaria,0,,1,1.38,5.0,3,4,3,1,Buena,6.9,0,1,0
2152,Femenino,Ambos padres,3,Bajo,Superior,0,,1,7.11,1.0,5,1,1,1,Regular,4.5,0,0,0
1214,Femenino,Otros familiares,2,Bajo,Superior,0,,0,1.45,3.0,4,1,1,0,Regular,4.2,1,0,0
1328,Masculino,Un solo padre,0,Medio-bajo,Secundaria,0,,0,3.59,3.0,4,3,3,1,Buena,6.8,0,1,0
2570,Masculino,Ambos padres,1,Medio-bajo,Secundaria,0,,1,0.55,3.0,2,3,3,0,Buena,7.5,0,0,1
1531,Femenino,Otros familiares,2,Medio,Superior,0,,1,0.1,4.0,2,2,3,1,Regular,6.2,1,1,0
2644,Masculino,Otros familiares,1,Medio,Secundaria,0,,1,0.6,5.0,2,4,4,0,,8.3,0,1,0
2569,Masculino,Ambos padres,2,Medio-bajo,Secundaria,1,27.0,0,6.85,4.0,2,1,4,1,Regular,5.3,0,0,1
3050,Femenino,Ambos padres,4,Medio,Sin estudios,0,,0,1.8,5.0,1,4,3,0,Buena,8.0,0,1,0
2055,Femenino,Ambos padres,1,Alto,Secundaria,0,,0,2.29,4.0,2,4,3,1,Buena,6.6,0,1,0
3557,Femenino,Otros familiares,1,Medio,Primaria,0,,1,2.17,3.0,2,2,4,0,Buena,9.4,0,1,0
3766,Masculino,Un solo padre,1,Medio-bajo,Primaria,1,23.2,0,8.62,3.0,3,4,1,0,Regular,7.8,0,1,0
3724,Femenino,Un solo padre,0,Medio,Primaria,0,,1,0.46,4.0,1,5,4,0,Regular,6.7,0,1,0
1009,Masculino,Otros familiares,1,Medio-bajo,Secundaria,1,19.1,1,5.55,2.0,3,3,3,1,Regular,6.6,1,1,0
2725,Femenino,Ambos padres,2,Medio-bajo,Secundaria,0,,1,2.0,2.0,2,3,2,1,Buena,7.8,0,1,0
3122,Masculino,Ambos padres,4,Alto,Primaria,0,,0,0.42,4.0,2,4,3,0,Buena,5.6,0,0,0
3436,Masculino,Ambos padres,1,Medio-bajo,Superior,0,,1,13.63,3.0,4,3,1,1,Conflictiva,6.8,0,0,0
1305,Femenino,Ambos padres,1,Bajo,Secundaria,1,27.4,1,6.12,1.0,5,3,2,0,Regular,4.2,0,1,0
2676,Femenino,Ambos padres,1,Medio-bajo,Superior,0,,1,4.55,4.0,4,2,2,0,Conflictiva,5.1,0,0,0
1004,Masculino,Un solo padre,2,Alto,Secundaria,0,,1,1.46,5.0,4,3,4,0,Buena,6.4,0,0,0
1500,Femenino,Ambos padres,1,Medio,Secundaria,0,,1,5.5,3.0,2,3,3,1,Regular,8.1,0,0,0
3694,Femenino,Otros familiares,1,Medio-bajo,Primaria,1,27.2,0,2.06,1.0,5,1,2,1,Conflictiva,7.1,0,0,1
3297,Femenino,Un solo padre,1,,Secundaria,0,,0,0.22,2.0,2,2,3,0,Conflictiva,6.6,1,1,0
1361,Otro,Ambos padres,2,Medio-bajo,Superior,0,,1,4.88,3.0,5,1,1,1,Regular,5.2,1,1,1
1588,Masculino,Un solo padre,4,Alto,Sin estudios,0,,1,7.59,3.0,1,4,4,0,Buena,8.6,0,0,0
2849,Masculino,Tutor,1,Medio-bajo,Superior,0,,1,7.83,1.0,5,1,4,0,Conflictiva,5.8,0,0,0
3458,Femenino,Ambos padres,2,Medio,Superior,0,,1,1.2,3.0,4,3,5,0,Conflictiva,6.2,0,0,0
3735,Femenino,Ambos padres,1,Medio,Superior,0,,1,0.57,5.0,2,4,4,0,Buena,7.0,0,0,0
3828,Femenino,Otros familiares,1,Medio-bajo,Primaria,1,13.0,0,1.15,2.0,5,2,3,0,Regular,7.0,0,0,0
1028,Masculino,Otros familiares,0,Medio,Primaria,1,13.2,1,1.1,3.0,3,3,3,0,Buena,6.7,0,1,0
2774,Masculino,Ambos padres,1,Medio-bajo,Secundaria,0,,1,1.28,1.0,5,2,2,1,,6.4,1,0,1
2538,Femenino,Tutor,2,Medio,Superior,0,,1,5.08,4.0,3,1,2,1,Buena,6.5,0,1,0
1533,Femenino,Ambos padres,2,Medio-bajo,Superior,1,20.9,1,0.47,2.0,3,3,3,1,Regular,7.0,0,0,0
1898,Femenino,Ambos padres,1,Medio,Superior,0,,1,0.1,5.0,1,2,3,0,Buena,7.6,0,1,0
2044,Femenino,Un solo padre,2,Medio,Superior,0,,0,1.08,2.0,3,2,2,0,Buena,4.7,0,1,0
3278,Femenino,Ambos padres,0,Medio,Primaria,0,,1,1.84,2.0,3,3,4,0,Buena,8.6,0,1,0
3240,Masculino,Otros familiares,2,Medio-bajo,Secundaria,0,,1,7.81,1.0,3,2,4,1,Buena,7.1,0,1,0
2278,Femenino,Tutor,1,Medio,Secundaria,0,,1,5.81,4.0,4,2,2,1,Buena,9.3,0,1,0
2686,Femenino,Tutor,3,Bajo,Primaria,1,25.2,0,0.18,2.0,5,2,3,0,Regular,5.8,0,1,0
2388,Femenino,Un solo padre,2,Medio,Superior,0,,0,4.98,4.0,3,5,5,0,Buena,5.8,0,1,0
3444,Masculino,Ambos padres,2,Medio,Secundaria,0,,0,2.55,,3,1,3,1,Buena,6.9,0,0,1
1872,Femenino,Otros familiares,3,Medio-bajo,Superior,1,16.8,1,1.13,3.0,2,2,4,0,Buena,7.1,0,0,0
3604,Otro,Tutor,1,Medio-bajo,Superior,1,22.6,1,0.86,4.0,4,3,4,0,Regular,7.2,0,1,1
1180,Masculino,Otros familiares,3,Bajo,Superior,1,25.4,1,2.97,2.0,4,3,3,0,Conflictiva,6.6,0,0,0
2190,Femenino,Ambos padres,1,Medio,Superior,0,,1,2.72,3.0,3,4,5,0,Regular,5.8,0,0,0
1270,Femenino,Un solo padre,2,Medio,Secundaria,0,,1,2.17,1.0,2,3,3,0,Buena,8.1,0,0,0
3367,Femenino,Ambos padres,3,Medio,Superior,1,17.7,1,0.86,3.0,1,2,4,1,Buena,9.5,0,0,0
3596,Masculino,Otros familiares,0,,Primaria,1,28.0,1,3.24,2.0,4,1,2,1,Regular,8.2,0,0,0
1944,Masculino,Ambos padres,2,Medio-bajo,Secundaria,1,21.1,1,5.67,1.0,1,3,5,1,Conflictiva,8.0,0,0,0
3528,Femenino,Ambos padres,1,Bajo,Superior,1,25.3,1,0.45,3.0,4,2,3,1,Regular,5.4,0,0,1
1785,Femenino,Ambos padres,2,Medio-bajo,Secundaria,1,22.3,1,1.96,3.0,4,4,2,0,Conflictiva,5.0,0,0,0
1485,Otro,Ambos padres,1,Medio-bajo,Secundaria,0,,0,2.84,3.0,2,3,5,1,Buena,6.2,0,0,1
3870,Femenino,Otros familiares,4,Medio,Secundaria,0,,1,2.51,4.0,3,3,3,0,Buena,6.4,0,1,0
3600,Femenino,Un solo padre,2,Medio-bajo,Secundaria,0,,1,8.66,2.0,4,2,2,0,Regular,7.9,0,0,0
3451,Masculino,Ambos padres,2,Bajo,Primaria,1,28.9,1,3.33,3.0,4,2,2,1,Regular,6.4,0,1,0
1433,Femenino,Ambos padres,0,Medio,Secundaria,0,,1,4.69,4.0,3,4,5,0,Buena,7.6,0,1,0
1639,Femenino,Ambos padres,1,Bajo,Primaria,1,15.0,0,3.91,2.0,3,3,4,1,Regular,5.9,0,0,0
3927,Femenino,Ambos padres,1,Medio-bajo,Superior,0,,1,3.52,3.0,4,1,1,1,,6.0,0,0,0
2530,Masculino,Tutor,4,Medio-bajo,Secundaria,1,13.8,0,2.37,4.0,3,2,3,1,Regular,7.1,0,1,0
3809,Femenino,Ambos padres,3,Medio,Secundaria,0,,1,2.3,3.0,3,4,4,0,Buena,5.7,0,1,0
1688,Femenino,Un solo padre,2,Bajo,Superior,1,17.0,1,6.3,3.0,3,1,1,1,Conflictiva,6.4,0,0,1
1165,Femenino,Ambos padres,2,Medio-bajo,Superior,0,,1,0.14,3.0,2,2,4,0,,6.3,1,0,0
1477,Masculino,Otros familiares,1,Medio-bajo,Primaria,0,,1,8.21,4.0,3,3,2,0,Buena,6.2,0,0,0
1351,Masculino,Un solo padre,3,Bajo,Superior,1,21.7,1,,3.0,2,2,2,1,Conflictiva,6.6,0,0,0
2924,Femenino,Ambos padres,0,Medio,Secundaria,0,,1,3.67,3.0,2,4,5,0,Buena,6.9,0,1,1
3726,Masculino,Un solo padre,1,Medio,Superior,0,,1,1.19,3.0,4,4,3,0,Regular,8.6,0,0,0
3280,Masculino,Ambos padres,1,Medio,Superior,0,,0,3.09,4.0,4,4,3,0,Regular,6.9,0,0,0
1632,Masculino,Ambos padres,1,Medio-bajo,,0,,1,5.03,1.0,3,1,2,1,,3.3,0,0,1
1191,Femenino,Ambos padres,1,Bajo,Secundaria,1,21.6,1,1.14,2.0,4,3,1,1,Regular,6.8,1,0,0
1840,Femenino,Ambos padres,6,Medio-bajo,Secundaria,0,,0,1.83,5.0,2,5,3,1,Regular,7.1,0,0,1
3377,Masculino,Ambos padres,1,Medio-bajo,Secundaria,0,,1,1.45,2.0,4,1,3,1,Regular,6.6,0,0,1
2783,Masculino,Otros familiares,0,Medio-bajo,Superior,1,28.0,1,0.61,3.0,2,4,3,1,Regular,6.9,0,0,0
2075,Femenino,Un solo padre,2,Bajo,Secundaria,0,,1,4.89,2.0,4,2,3,1,Conflictiva,6.2,0,0,0
2032,Masculino,Un solo padre,0,Medio-bajo,Secundaria,0,,1,3.3,3.0,3,1,4,1,Conflictiva,6.2,0,0,0
3498,Masculino,Ambos padres,1,Medio,Primaria,0,,0,5.6,5.0,3,4,5,0,Buena,7.7,0,1,0
3407,Femenino,Ambos padres,0,Bajo,Secundaria,0,,1,2.6,2.0,2,3,3,1,Regular,6.1,1,0,1
1730,Masculino,Otros familiares,2,Medio-bajo,Superior,0,,1,3.99,4.0,4,2,3,0,Buena,6.3,0,1,1
2624,Masculino,Un solo padre,0,Alto,Superior,0,,1,8.51,5.0,2,3,3,0,Buena,8.8,0,1,0
2518,Masculino,Ambos padres,2,Medio-bajo,Superior,0,,1,0.82,2.0,5,4,2,0,Regular,8.4,0,0,1
1965,Femenino,Otros familiares,1,Bajo,Secundaria,0,,0,4.25,3.0,4,1,2,0,Conflictiva,5.7,0,1,0
1011,Masculino,Un solo padre,2,Alto,Primaria,0,,1,0.19,5.0,2,4,5,0,Buena,9.0,0,0,0
3682,Femenino,Otros familiares,3,Bajo,Superior,1,18.9,0,4.04,3.0,5,1,2,1,Regular,5.3,0,0,0
3877,Masculino,Ambos padres,2,Alto,Primaria,0,,1,2.15,5.0,3,5,4,0,Buena,9.1,0,0,0
3592,Femenino,Ambos padres,2,Bajo,Secundaria,1,20.8,1,4.99,2.0,2,1,2,1,Conflictiva,5.6,0,1,0
2290,Masculino,Ambos padres,7,Bajo,Superior,0,,1,3.76,3.0,4,1,4,1,Conflictiva,6.1,0,0,1
3608,Femenino,Ambos padres,2,Alto,Secundaria,0,,1,0.82,4.0,2,4,4,1,Regular,7.9,0,1,0
2390,Femenino,Un solo padre,1,Medio,Superior,0,,1,2.67,3.0,2,3,4,0,Buena,7.0,0,0,0
1115,Femenino,Ambos padres,1,Medio,Superior,0,,1,0.14,,3,4,3,0,Regular,9.4,0,0,0
3771,Masculino,Un solo padre,2,,Superior,0,,1,4.58,2.0,2,2,5,0,Buena,5.8,0,1,0
1601,Masculino,Un solo padre,4,Bajo,,0,,0,11.81,3.0,2,3,3,0,Regular,5.8,0,1,0
3802,Femenino,Ambos padres,1,Medio-bajo,Superior,0,,1,3.34,2.0,1,3,3,0,Buena,6.5,0,1,0
