id_estudiante,edad,grado,promedio_matematica,promedio_comunicacion,promedio_ciencias,promedio_general,num_cursos_desaprobados,porcentaje_asistencia,num_tardanzas,num_inasistencias_injustificadas,tendencia_notas,participacion_clase,entrega_tareas,repitio_grado,horas_estudio_semanal,target
1224,14.0,2,2.07,1.99,6.22,3.72,7,67.7,5,7,Estable,Baja,73.3,0,6.1,Suspendido
1846,13.0,2,10.03,6.15,11.01,9.77,3,59.7,8,10,Empeorando,Baja,45.2,1,2.2,Suspendido
1981,15.0,4,13.47,10.58,6.97,10.74,1,70.2,7,8,Empeorando,Baja,59.5,0,,Suspendido
2069,15.0,3,14.58,8.98,13.56,12.63,2,81.8,4,2,Mejorando,Media,76.7,0,4.7,Continua_estudiando
2081,13.0,2,7.17,15.4,6.3,9.67,5,100.0,10,4,Empeorando,Media,68.7,0,12.8,Continua_estudiando
3659,17.0,5,18.01,15.02,16.16,16.55,1,90.9,2,3,Mejorando,Alta,82.8,0,10.9,Continua_estudiando
3461,13.0,1,8.45,7.51,10.48,9.37,0,73.2,6,10,Empeorando,Baja,49.7,1,5.4,Suspendido
3291,14.0,3,4.09,6.55,0.63,3.54,5,69.6,7,11,Empeorando,Baja,42.7,1,3.6,Suspendido
2013,15.0,4,9.25,15.57,15.87,12.78,1,73.4,3,9,Mejorando,Media,74.9,0,9.4,Necesita_reforzamiento
1504,14.0,3,15.77,14.43,11.97,14.6,3,81.3,3,3,Mejorando,Media,60.3,0,8.2,Necesita_reforzamiento
2864,12.0,1,7.95,10.84,13.67,10.74,3,69.2,2,7,Empeorando,Baja,59.0,1,3.9,Necesita_reforzamiento
2186,12.0,1,8.59,9.2,9.93,9.02,4,72.1,9,9,Empeorando,Media,50.0,0,5.9,Suspendido
1889,13.0,1,10.31,11.06,10.26,10.17,2,81.8,8,3,Mejorando,Baja,84.4,0,6.5,Continua_estudiando
3795,17.0,5,6.2,9.9,11.61,9.22,2,,11,14,Empeorando,Media,60.1,0,9.5,Suspendido
2819,17.0,5,9.6,10.5,11.65,10.7,2,77.7,11,6,Mejorando,Media,64.4,0,15.1,Necesita_reforzamiento
2454,14.0,3,9.31,7.48,13.38,9.88,4,55.2,13,13,Empeorando,Baja,40.4,0,6.6,Suspendido
1231,13.0,2,13.72,12.43,14.2,13.9,4,76.7,4,4,Mejorando,Media,90.1,0,11.5,Continua_estudiando
3018,16.0,4,11.27,9.99,12.81,11.75,1,94.1,3,3,Empeorando,Baja,61.8,0,9.9,Continua_estudiando
3361,13.0,2,7.14,5.03,6.47,5.38,1,60.1,16,8,Empeorando,Media,40.4,0,3.1,Suspendido
1875,13.0,2,15.65,7.2,9.71,10.75,1,71.4,12,6,Estable,Media,66.9,1,7.2,Necesita_reforzamiento
1876,15.0,4,10.79,11.19,7.26,9.44,2,49.6,5,10,Empeorando,Baja,43.5,0,5.1,Suspendido
3109,16.0,5,20.0,18.08,16.32,18.35,3,88.9,2,1,,Alta,86.4,0,19.7,Continua_estudiando
3185,14.0,3,8.25,11.96,10.6,10.29,2,90.9,2,4,Estable,Baja,54.4,0,5.2,Necesita_reforzamiento
2010,16.0,5,8.43,10.52,11.35,10.22,2,71.1,10,3,Estable,Media,70.8,0,5.0,Necesita_reforzamiento
3013,13.0,2,13.28,13.78,14.84,13.78,1,65.6,5,6,Estable,Media,61.2,0,12.2,Continua_estudiando
2312,14.0,3,6.23,8.3,9.99,7.67,2,74.6,13,10,Empeorando,Media,40.4,1,3.1,Suspendido
1724,13.0,2,9.49,11.57,8.15,9.65,4,,8,8,,Media,45.8,1,3.9,Suspendido
1682,15.0,3,13.88,15.19,20.0,15.76,0,96.5,0,0,Mejorando,Media,96.2,0,12.5,Continua_estudiando
3060,12.0,1,18.19,17.89,20.0,18.84,0,95.9,4,3,Mejorando,Media,90.2,1,8.5,Continua_estudiando
1146,16.0,5,15.29,18.6,20.0,17.89,1,77.7,1,0,Mejorando,Alta,84.6,0,8.5,Continua_estudiando
3790,13.0,1,16.23,15.27,,16.13,1,83.7,2,2,Estable,Alta,73.5,0,15.4,Continua_estudiando
1799,13.0,1,8.77,9.42,10.82,9.71,2,55.1,2,2,Empeorando,Media,,0,3.9,Necesita_reforzamiento
3593,16.0,5,15.39,10.52,13.02,12.94,0,85.8,5,3,Mejorando,Baja,75.7,0,8.0,Necesita_reforzamiento
3834,15.0,4,8.06,10.65,7.1,8.4,6,63.7,4,12,Empeorando,Baja,66.3,0,2.9,Suspendido
3779,13.0,2,15.37,15.45,17.86,16.6,0,100.0,1,0,Estable,Alta,88.6,0,16.2,Continua_estudiando
2734,14.0,3,14.76,17.41,10.89,14.62,0,85.1,4,4,Estable,Baja,68.5,1,12.5,Continua_estudiando
1928,16.0,4,5.52,9.74,11.11,9.14,1,61.3,5,7,Estable,Media,60.0,0,4.7,Suspendido
2961,13.0,2,15.55,10.76,12.68,12.89,1,98.0,2,2,Estable,Media,51.2,1,7.0,Necesita_reforzamiento
3386,17.0,5,17.76,18.53,14.18,16.68,2,87.0,2,1,Mejorando,Media,83.0,0,5.6,Necesita_reforzamiento
2628,16.0,4,13.98,14.91,10.4,12.47,0,88.1,1,4,Mejorando,Alta,94.0,0,11.8,Continua_estudiando
3704,13.0,1,8.89,9.21,5.62,7.56,4,55.3,9,9,Estable,Media,46.9,0,5.4,Suspendido
1982,14.0,3,11.36,13.74,4.67,9.64,1,84.2,5,7,Empeorando,Media,59.3,0,9.0,Suspendido
1950,16.0,5,16.12,15.99,12.78,14.68,1,84.6,4,5,Estable,Media,91.6,0,6.9,Continua_estudiando
2197,15.0,4,11.83,16.84,18.01,15.47,1,96.8,0,2,Mejorando,Media,92.8,0,10.6,Continua_estudiando
3262,14.0,3,5.39,7.36,7.51,7.85,4,66.5,15,5,,Baja,37.6,1,1.8,Suspendido
1922,12.0,1,8.13,7.44,6.55,7.88,7,55.3,8,10,Empeorando,Media,33.3,1,3.9,Suspendido
2391,12.0,1,7.18,9.46,11.39,10.06,7,71.0,10,13,Estable,Baja,53.7,1,2.6,Suspendido
3142,14.0,2,8.03,11.08,9.89,9.6,6,69.4,8,10,Empeorando,Media,63.6,0,3.2,Necesita_reforzamiento
2674,16.0,4,15.79,20.0,13.84,15.92,0,100.0,2,0,Mejorando,Media,99.3,0,13.8,Continua_estudiando
1100,13.0,2,12.52,10.85,6.73,10.22,3,72.5,8,6,Empeorando,Baja,49.4,0,4.7,Suspendido
1625,16.0,5,8.88,12.4,5.73,8.7,3,59.4,6,10,Empeorando,Baja,39.8,0,3.1,Suspendido
2693,15.0,3,15.37,9.98,12.51,11.86,0,85.8,1,4,Mejorando,Media,69.0,0,12.5,Continua_estudiando
2775,14.0,3,12.65,10.32,11.49,12.02,2,84.5,3,2,Estable,Baja,77.1,0,7.8,Necesita_reforzamiento
1491,14.0,2,12.36,13.55,17.36,14.97,2,73.6,8,2,Mejorando,Alta,69.6,0,10.3,Necesita_reforzamiento
1400,15.0,4,10.95,15.63,14.41,14.1,0,87.2,3,4,Mejorando,Alta,62.7,0,14.8,Necesita_reforzamiento
1264,13.0,2,20.0,18.2,16.84,18.41,0,89.8,1,0,Mejorando,Alta,100.0,0,14.7,Continua_estudiando
1107,12.0,1,11.35,12.59,9.96,11.88,2,71.9,6,1,Mejorando,Media,47.6,0,4.8,Necesita_reforzamiento
3598,14.0,3,8.82,14.42,12.86,12.93,0,80.3,2,7,Estable,Media,82.3,0,9.0,Necesita_reforzamiento
3737,16.0,4,11.84,17.21,15.71,15.4,0,91.3,5,1,Estable,Media,79.1,0,11.9,Continua_estudiando
1788,16.0,5,17.29,16.97,14.55,15.83,0,88.0,3,4,Estable,Media,69.0,0,15.1,Continua_estudiando
1441,13.0,2,8.53,5.79,6.45,7.25,1,71.5,9,2,Empeorando,Media,74.4,1,7.7,Suspendido
2376,16.0,4,14.49,11.7,15.94,14.11,0,74.2,1,2,Mejorando,Alta,75.5,0,13.0,Continua_estudiando
3437,15.0,3,9.18,10.17,7.7,9.07,5,70.3,4,9,Empeorando,Baja,49.4,0,3.6,Necesita_reforzamiento
1807,14.0,3,12.24,13.05,9.23,12.35,2,83.0,6,5,Estable,Media,77.6,1,14.7,Necesita_reforzamiento
2246,15.0,4,15.3,20.0,18.79,17.46,0,98.3,1,0,Mejorando,Alta,94.0,0,11.2,Continua_estudiando
2731,17.0,5,9.8,8.05,9.73,8.31,6,80.1,6,5,Empeorando,Baja,52.6,0,11.4,Suspendido
3654,14.0,2,15.63,12.02,11.16,12.63,4,81.3,5,4,Mejorando,Media,69.9,0,11.4,Necesita_reforzamiento
3084,16.0,4,17.47,17.04,15.31,16.76,0,87.3,1,1,Mejorando,Alta,88.3,0,12.5,Continua_estudiando
3143,13.0,2,9.22,12.43,15.36,11.77,1,76.5,2,1,Estable,Media,67.4,0,7.3,Necesita_reforzamiento
1319,13.0,1,13.75,19.43,10.04,14.06,0,81.0,4,2,Mejorando,Alta,94.6,0,7.4,Continua_estudiando
3499,15.0,3,3.54,6.1,7.95,6.68,5,58.8,10,8,Empeorando,Baja,65.8,0,6.9,Suspendido
3635,13.0,2,13.77,11.27,12.27,13.27,1,77.4,1,7,Empeorando,Alta,,0,10.1,Necesita_reforzamiento
1890,16.0,5,15.76,9.99,12.61,12.05,1,82.7,6,9,Mejorando,Alta,60.8,1,3.6,Necesita_reforzamiento
2131,15.0,4,8.77,7.41,12.57,10.08,3,77.3,11,3,Empeorando,Baja,55.9,0,6.0,Suspendido
1317,14.0,3,17.89,16.75,18.78,17.34,1,93.4,6,5,,Alta,86.1,0,12.2,Continua_estudiando
1808,13.0,2,20.0,19.16,20.0,19.93,0,100.0,1,0,Mejorando,Alta,100.0,0,11.1,Continua_estudiando
3222,14.0,2,8.39,9.17,13.17,10.25,2,78.2,6,3,Empeorando,Media,55.4,0,1.9,Necesita_reforzamiento
2732,14.0,3,10.68,12.16,15.44,12.63,2,82.4,6,6,Empeorando,Media,62.9,0,9.5,Continua_estudiando
3278,16.0,5,19.16,14.52,17.24,16.45,0,74.1,6,1,Mejorando,Alta,74.0,0,8.3,Continua_estudiando
3095,15.0,3,1.53,10.12,6.03,6.03,2,47.6,7,5,Empeorando,Baja,60.7,0,5.0,Suspendido
3382,14.0,2,12.56,16.72,16.02,15.35,2,73.0,1,4,Estable,Alta,100.0,0,13.7,Continua_estudiando
2295,12.0,1,9.83,10.33,,10.66,1,83.2,3,8,Estable,Media,75.8,0,,Continua_estudiando
2411,12.0,1,13.13,7.36,9.11,10.12,2,57.0,2,9,Estable,Baja,36.9,1,6.0,Suspendido
2207,12.0,1,11.75,9.34,13.93,11.27,2,66.3,3,8,Empeorando,Media,54.0,0,7.6,Necesita_reforzamiento
2000,15.0,4,15.26,13.33,19.11,16.59,0,99.1,4,1,Mejorando,Media,96.7,0,,Continua_estudiando
1973,12.0,1,11.38,9.78,12.47,10.94,1,72.9,5,8,Mejorando,Media,74.0,1,15.8,Continua_estudiando
2149,16.0,4,7.82,6.73,9.93,7.66,2,78.9,5,3,Empeorando,Media,71.3,1,0.0,Necesita_reforzamiento
3124,13.0,2,13.64,14.96,12.49,14.09,0,89.3,2,0,Mejorando,Alta,95.2,0,,Continua_estudiando
1574,14.0,3,12.26,15.53,13.88,14.27,3,72.1,5,8,Estable,Alta,,0,9.7,Necesita_reforzamiento
1771,12.0,1,15.05,14.77,13.55,14.74,0,100.0,1,2,Mejorando,Media,88.1,0,14.2,Continua_estudiando
1385,14.0,3,19.86,18.45,17.37,18.28,0,99.3,3,0,Mejorando,Alta,100.0,0,10.8,Continua_estudiando
1229,12.0,1,9.04,11.39,10.93,10.81,5,75.5,8,7,Estable,Baja,69.1,1,9.2,Necesita_reforzamiento
1083,16.0,4,7.78,7.2,7.43,6.62,1,61.9,7,6,Empeorando,Media,56.5,0,2.4,Suspendido
1747,13.0,2,17.41,13.47,14.37,15.16,0,74.1,6,1,Mejorando,Alta,58.9,0,4.3,Continua_estudiando
2513,13.0,1,15.62,11.69,11.29,13.26,5,76.4,6,4,Mejorando,Media,83.4,0,6.5,Necesita_reforzamiento
1465,12.0,1,10.5,13.6,14.93,12.98,3,72.9,6,2,Empeorando,Media,83.0,0,9.3,Necesita_reforzamiento
1032,13.0,1,11.0,7.92,5.13,8.23,3,70.7,7,10,Estable,Baja,40.3,0,4.7,Suspendido
2738,14.0,2,17.09,20.0,16.5,17.21,0,84.3,1,0,Estable,Media,98.6,0,10.1,Continua_estudiando
1476,12.0,1,15.12,11.22,13.76,12.73,1,88.9,3,3,Mejorando,Media,68.8,1,14.6,Continua_estudiando
3112,16.0,4,15.36,18.42,15.15,17.03,2,67.3,3,1,Estable,Alta,71.6,0,12.1,Necesita_reforzamiento
2087,12.0,1,13.38,9.47,10.43,10.76,1,62.9,3,9,Estable,Baja,88.3,0,10.4,Necesita_reforzamiento
1301,17.0,5,7.64,9.86,7.33,7.7,1,72.9,6,8,Empeorando,Media,53.1,0,14.9,Necesita_reforzamiento
2456,13.0,2,17.13,20.0,18.65,18.7,0,100.0,0,0,Estable,Alta,100.0,0,13.7,Continua_estudiando
1940,16.0,5,12.81,13.2,19.04,15.64,2,96.6,1,3,Mejorando,Alta,90.8,0,15.9,Continua_estudiando
2224,16.0,5,8.44,12.24,9.52,9.99,2,74.2,5,5,Mejorando,Baja,69.1,0,8.8,Necesita_reforzamiento
2483,14.0,3,17.39,10.98,13.61,14.3,2,86.5,4,6,Empeorando,Alta,87.4,0,2.1,Necesita_reforzamiento
1565,13.0,1,7.27,7.29,8.02,7.69,4,72.7,8,5,Empeorando,Baja,68.7,0,7.9,Necesita_reforzamiento
2620,16.0,5,20.0,19.2,15.52,18.69,0,85.5,5,0,Mejorando,Alta,100.0,0,16.6,Continua_estudiando
1606,14.0,2,7.25,12.88,10.85,10.97,3,75.0,5,7,Empeorando,Baja,52.2,1,3.0,Necesita_reforzamiento
1038,17.0,5,10.96,10.35,9.32,10.67,4,68.7,3,11,Empeorando,Media,30.4,0,8.3,Necesita_reforzamiento
3477,14.0,2,11.26,14.34,13.17,13.09,0,96.4,2,2,Mejorando,Media,97.6,0,7.8,Continua_estudiando
2608,12.0,1,14.47,14.61,14.86,14.7,4,80.2,4,6,Estable,Alta,53.3,0,11.2,Continua_estudiando
1501,17.0,5,13.11,7.99,9.54,10.45,4,81.8,11,6,Empeorando,Baja,64.6,0,7.2,Necesita_reforzamiento
2556,14.0,3,9.04,7.35,8.58,8.51,1,65.1,5,7,,Baja,78.0,0,6.1,Necesita_reforzamiento
1942,13.0,1,12.34,13.42,,11.51,2,75.2,7,6,Empeorando,Media,62.2,0,9.4,Suspendido
3192,14.0,3,14.23,14.08,,10.48,2,80.8,5,9,Estable,Baja,69.7,0,6.7,Necesita_reforzamiento
2881,15.0,3,8.74,14.57,11.63,11.4,1,87.7,5,10,Mejorando,Baja,66.0,0,,Necesita_reforzamiento
2843,14.0,3,15.68,16.97,15.23,16.12,1,75.6,3,1,Mejorando,Media,70.4,0,6.5,Continua_estudiando
2297,13.0,2,13.84,13.42,13.83,14.87,2,73.5,5,1,Mejorando,Baja,80.6,0,9.1,Continua_estudiando
2609,17.0,5,9.75,14.09,13.09,11.58,1,68.3,2,9,Estable,Media,59.0,1,3.9,Necesita_reforzamiento
3208,14.0,2,15.58,12.6,10.81,13.07,3,74.8,4,3,Mejorando,Baja,70.9,1,7.9,Necesita_reforzamiento
3692,13.0,1,15.35,20.0,20.0,18.1,1,,4,2,Mejorando,Alta,,0,14.2,Continua_estudiando
1990,15.0,4,12.52,16.48,,13.89,3,94.1,4,7,Empeorando,Media,58.2,0,12.5,Necesita_reforzamiento
1409,13.0,2,13.43,12.02,15.85,13.48,1,64.1,3,2,Mejorando,Media,100.0,0,4.3,Continua_estudiando
3637,16.0,5,10.8,11.72,14.66,12.09,2,71.3,7,6,Estable,Alta,69.7,0,13.8,Necesita_reforzamiento
3244,16.0,5,14.94,10.49,12.13,12.74,2,85.3,9,5,Empeorando,Media,79.7,0,6.3,Continua_estudiando
2280,16.0,5,8.91,13.1,4.58,9.58,4,61.2,3,6,Estable,Baja,78.8,0,2.8,Necesita_reforzamiento
1493,16.0,4,11.69,11.97,5.4,9.28,2,81.9,4,9,Estable,Baja,66.0,1,2.8,Necesita_reforzamiento
2268,13.0,1,6.4,9.47,,7.72,1,79.1,7,7,Estable,Baja,20.1,0,6.4,Suspendido
1770,13.0,2,12.73,11.65,8.56,10.13,1,83.7,3,7,Estable,Media,61.7,0,6.5,Necesita_reforzamiento
1951,13.0,2,10.68,9.81,6.01,9.74,2,65.8,5,6,Empeorando,Baja,69.1,1,10.9,Necesita_reforzamiento
2301,14.0,2,11.89,12.41,10.07,11.7,1,100.0,9,3,Estable,Baja,71.6,0,5.4,Continua_estudiando
1727,13.0,2,16.78,19.16,12.7,16.21,1,95.8,4,3,Mejorando,Alta,98.6,0,14.5,Continua_estudiando
1976,17.0,5,12.64,14.5,16.87,15.09,0,82.9,6,5,Estable,Media,63.0,0,6.1,Necesita_reforzamiento
1219,13.0,1,8.45,8.27,11.7,10.22,3,71.5,7,7,Empeorando,Baja,60.2,0,5.5,Suspendido
1917,14.0,3,17.74,20.0,19.63,18.88,1,83.8,1,0,Mejorando,Media,94.6,0,13.7,Continua_estudiando
2118,15.0,4,9.8,9.34,10.59,9.51,3,67.2,1,3,Empeorando,Media,47.4,0,4.0,Necesita_reforzamiento
1473,13.0,1,16.82,16.87,11.73,14.26,0,89.1,1,0,Mejorando,Media,94.7,0,9.5,Continua_estudiando
3017,17.0,5,15.87,13.32,12.9,13.81,2,92.2,4,7,Mejorando,Baja,66.8,0,6.7,Continua_estudiando
3420,16.0,5,3.22,5.23,5.56,4.82,5,42.6,4,16,Empeorando,Baja,35.4,0,7.7,Suspendido
1068,16.0,4,12.53,12.01,12.95,11.95,0,92.6,3,4,Mejorando,Baja,92.3,0,6.2,Continua_estudiando
3782,14.0,2,14.96,16.92,19.09,16.76,0,,0,0,Mejorando,Media,100.0,0,,Continua_estudiando
3488,14.0,2,8.8,4.85,8.31,7.15,3,52.9,7,13,Empeorando,Baja,28.2,0,0.0,Suspendido
1414,14.0,2,6.91,11.98,6.67,9.22,0,70.5,11,7,Estable,Baja,36.8,0,2.5,Suspendido
2874,13.0,1,3.01,10.35,9.09,7.4,6,44.2,6,9,Empeorando,Baja,46.5,1,6.5,Suspendido
2474,13.0,2,8.92,10.63,10.48,10.3,2,83.2,7,5,Estable,Baja,74.8,0,10.4,Necesita_reforzamiento
1309,15.0,3,20.0,14.5,19.22,17.1,0,94.4,2,0,Mejorando,Media,83.6,0,8.5,Continua_estudiando
1513,13.0,2,20.0,18.31,18.75,18.26,0,96.6,2,3,Mejorando,Alta,100.0,0,9.3,Continua_estudiando
1147,17.0,5,12.79,13.18,17.85,15.46,1,58.1,3,3,Empeorando,Media,70.1,0,13.0,Continua_estudiando
2996,14.0,3,9.06,10.21,11.97,11.19,6,75.9,4,11,Estable,Baja,48.6,1,6.4,Necesita_reforzamiento
1482,15.0,3,17.61,18.77,18.27,18.3,0,92.2,0,0,Mejorando,Media,100.0,0,8.6,Continua_estudiando
2668,14.0,2,8.95,20.0,15.75,14.12,1,90.1,7,1,Estable,Baja,65.4,0,9.5,Continua_estudiando
1517,16.0,5,16.35,16.09,16.51,16.2,1,80.0,6,1,Estable,Alta,64.7,0,8.6,Continua_estudiando
2633,16.0,5,16.47,13.13,11.76,13.46,4,79.1,6,6,Empeorando,Media,73.0,1,2.8,Necesita_reforzamiento
3072,15.0,3,9.7,14.45,14.9,12.66,4,72.0,5,7,Estable,Media,52.8,0,10.7,Necesita_reforzamiento
3172,14.0,3,12.43,16.88,12.28,14.43,0,76.9,4,4,Mejorando,Alta,82.9,0,10.0,Continua_estudiando
3116,15.0,3,7.47,11.0,10.99,9.16,6,53.9,10,6,Empeorando,Media,46.5,0,2.9,Suspendido
3292,12.0,1,8.52,9.31,12.27,10.47,3,74.5,6,10,Empeorando,Media,,0,4.8,Necesita_reforzamiento
1181,16.0,4,8.53,5.95,4.97,6.83,4,47.0,10,11,Empeorando,Baja,33.2,0,2.0,Suspendido
3642,13.0,2,11.35,8.41,9.43,9.15,2,84.6,8,10,Empeorando,Baja,50.2,0,3.3,Necesita_reforzamiento
2220,14.0,2,10.53,10.83,13.73,11.37,0,95.4,0,2,Mejorando,Alta,67.5,0,17.0,Continua_estudiando
3081,15.0,3,12.69,11.75,11.92,11.36,0,87.2,5,3,Estable,Baja,55.9,0,3.3,Continua_estudiando
3682,14.0,2,8.25,6.93,4.96,7.35,2,70.8,16,7,Estable,Media,52.9,0,5.7,Suspendido
3962,14.0,2,6.49,6.42,6.99,6.24,5,80.7,12,14,Empeorando,Media,54.9,1,,Suspendido
3427,17.0,5,12.85,16.85,20.0,15.68,1,82.5,1,2,Mejorando,Media,88.2,0,4.9,Continua_estudiando
2645,17.0,5,16.63,16.54,17.86,17.17,0,82.1,1,0,Estable,Media,100.0,0,9.1,Continua_estudiando
1601,13.0,2,10.3,9.1,9.07,9.85,3,82.5,6,5,,Media,63.4,0,12.7,Necesita_reforzamiento
3921,16.0,4,6.1,15.95,5.02,9.5,7,85.6,10,6,Estable,Media,51.2,0,7.2,Suspendido
1946,16.0,4,14.19,19.82,18.99,17.8,0,97.0,1,0,Mejorando,Media,100.0,0,11.6,Continua_estudiando
1989,13.0,2,17.41,17.18,18.13,17.04,0,90.2,4,0,Mejorando,Alta,63.3,0,12.2,Continua_estudiando
1851,12.0,1,8.73,10.92,15.21,12.48,1,,3,6,Estable,Baja,66.1,0,13.1,Continua_estudiando
2047,12.0,1,14.82,15.95,14.2,15.13,1,72.0,2,4,Estable,Media,75.2,1,7.7,Continua_estudiando
3008,16.0,5,17.03,16.21,15.65,16.55,0,95.8,3,2,Mejorando,Media,82.8,0,12.1,Continua_estudiando
3422,16.0,4,16.97,15.14,16.63,15.68,1,77.3,4,4,Estable,Alta,76.1,0,8.9,Continua_estudiando
3125,13.0,2,17.91,17.89,14.71,17.61,1,92.8,3,1,Estable,Alta,78.8,0,15.3,Continua_estudiando
1196,14.0,3,20.0,14.04,17.15,17.36,0,83.6,2,1,Mejorando,Alta,90.1,0,15.8,Continua_estudiando
3599,16.0,4,2.24,4.05,7.31,5.11,4,52.3,10,11,Estable,Baja,14.2,1,0.0,Suspendido
2584,13.0,1,16.53,14.19,14.14,15.81,0,74.7,8,3,Estable,Alta,95.3,0,,Continua_estudiando
3127,16.0,5,11.71,14.57,17.93,15.0,2,96.8,4,1,Mejorando,Media,80.5,0,0.4,Continua_estudiando
3049,17.0,5,18.06,12.9,13.8,14.83,0,81.6,3,3,Mejorando,Alta,100.0,0,10.2,Continua_estudiando
2812,16.0,5,12.84,9.96,11.74,11.97,0,71.2,6,10,Mejorando,Media,75.9,1,12.2,Necesita_reforzamiento
1069,15.0,4,18.4,11.9,12.49,14.15,1,84.0,6,5,Mejorando,Media,81.4,0,12.7,Continua_estudiando
2238,15.0,3,5.19,9.56,7.16,8.47,4,64.9,5,8,Empeorando,Baja,59.0,0,13.4,Necesita_reforzamiento
2607,16.0,5,9.44,5.95,5.95,7.63,4,61.1,6,9,Empeorando,Baja,23.0,0,3.4,Suspendido
1945,12.0,1,9.14,10.04,10.03,9.68,1,78.0,4,9,,Media,55.9,0,5.5,Necesita_reforzamiento
2794,13.0,2,12.73,8.82,16.01,12.42,2,75.3,2,5,Mejorando,Baja,71.6,0,8.0,Necesita_reforzamiento
3322,14.0,2,12.78,12.62,15.13,12.89,1,84.5,2,3,Mejorando,Media,77.7,0,7.7,Continua_estudiando
3103,17.0,5,8.8,8.7,11.83,9.46,1,75.3,7,10,Mejorando,Baja,83.7,1,7.4,Suspendido
3228,16.0,4,11.76,15.71,15.42,14.17,1,89.0,2,3,Mejorando,Alta,,0,16.7,Continua_estudiando
2586,15.0,4,6.28,6.45,7.9,7.34,2,69.3,7,6,,Baja,63.9,0,2.8,Suspendido
2934,12.0,1,12.24,5.02,9.76,8.56,0,70.2,8,6,Empeorando,Baja,44.0,1,,Suspendido
3099,17.0,5,18.09,15.18,12.26,15.36,1,80.6,2,2,Mejorando,Alta,69.5,0,8.2,Continua_estudiando
3464,16.0,4,8.97,10.32,9.51,8.76,2,80.3,5,6,Empeorando,Media,51.4,0,9.9,Necesita_reforzamiento
3728,17.0,5,12.8,11.51,9.52,11.39,1,69.0,4,5,Mejorando,Alta,59.8,0,,Continua_estudiando
2036,17.0,5,13.14,11.41,12.2,12.75,4,80.9,4,6,Estable,Media,94.5,0,5.6,Necesita_reforzamiento
1305,14.0,2,3.82,8.69,2.42,5.72,5,71.7,13,7,Empeorando,Baja,49.2,0,8.0,Suspendido
3076,14.0,3,18.55,14.8,15.26,16.47,1,72.7,5,4,,Alta,76.4,0,3.2,Necesita_reforzamiento
1571,13.0,1,15.51,18.35,17.31,16.91,0,100.0,1,0,Mejorando,Alta,77.1,0,9.9,Continua_estudiando
2117,14.0,2,13.07,19.36,17.1,15.84,2,72.9,1,2,Mejorando,Alta,84.7,0,,Continua_estudiando
3994,13.0,1,12.1,11.19,10.89,11.64,0,69.1,4,8,Mejorando,Alta,51.7,0,,Necesita_reforzamiento
2357,14.0,3,8.3,12.52,11.73,10.96,5,80.7,5,3,Estable,Media,71.2,0,9.1,Necesita_reforzamiento
2022,13.0,1,14.94,9.57,9.34,11.83,3,82.9,6,7,Mejorando,Media,59.7,0,4.2,Necesita_reforzamiento
1419,13.0,1,18.37,9.56,13.62,13.93,1,90.1,4,2,Estable,Alta,96.0,0,10.5,Continua_estudiando
2903,12.0,1,10.79,11.68,10.01,11.51,1,56.6,2,5,Estable,Baja,29.4,0,5.4,Suspendido
2168,14.0,3,15.6,12.72,15.44,14.79,5,71.4,6,7,Mejorando,Media,68.0,0,0.8,Necesita_reforzamiento
3070,16.0,5,8.29,16.53,13.66,12.51,1,78.1,6,4,Mejorando,Alta,73.9,0,6.4,Necesita_reforzamiento
3831,15.0,3,13.8,15.32,14.75,14.14,3,87.1,5,4,Empeorando,Alta,64.1,0,10.0,Continua_estudiando
3405,14.0,3,7.88,8.85,4.48,7.59,2,68.8,8,6,Empeorando,Baja,45.3,0,2.9,Suspendido
1919,15.0,3,20.0,12.92,14.39,15.1,1,74.0,1,2,Estable,Alta,87.2,0,10.3,Continua_estudiando
2245,14.0,3,20.0,12.82,17.04,16.5,2,80.7,4,5,Mejorando,Alta,85.1,0,9.2,Continua_estudiando
1390,14.0,3,4.35,7.32,8.03,7.49,6,68.5,4,9,Empeorando,Media,36.5,0,3.7,Suspendido
2826,13.0,1,15.85,16.26,20.0,17.5,0,81.3,0,0,Mejorando,Alta,91.0,0,10.5,Continua_estudiando
1136,16.0,4,9.07,12.01,14.27,12.57,3,73.7,6,3,Mejorando,Media,59.8,0,3.9,Continua_estudiando
1332,12.0,1,20.0,15.4,17.48,17.24,1,93.9,0,1,Mejorando,Media,92.2,0,15.3,Continua_estudiando
1184,14.0,3,14.96,17.18,16.47,15.79,0,100.0,2,1,Mejorando,Media,100.0,0,14.9,Continua_estudiando
2938,16.0,5,12.13,13.35,16.89,15.06,3,72.8,1,7,Estable,Media,99.5,0,7.9,Necesita_reforzamiento
3431,13.0,2,7.77,7.06,9.08,7.84,3,49.4,9,8,Empeorando,Baja,51.1,0,2.7,Suspendido
1583,14.0,2,14.08,16.71,13.67,15.31,1,95.4,4,1,Mejorando,Alta,60.9,0,6.1,Continua_estudiando
1274,13.0,2,5.91,5.52,8.08,5.92,3,92.3,5,7,Estable,Media,33.6,0,,Necesita_reforzamiento
2623,15.0,4,9.46,6.82,8.78,8.95,6,66.8,6,15,Empeorando,Media,37.9,0,1.2,Suspendido
2138,16.0,4,11.08,10.39,11.62,10.94,1,80.1,7,6,,Media,69.9,1,11.1,Necesita_reforzamiento
